cap-shape,cap-surface,cap-color,bruises,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
f,y,g,t,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d,e
f,y,n,t,f,c,b,p,t,s,s,w,w,p,w,o,p,n,v,d,e
x,y,e,t,f,c,b,n,t,s,s,p,p,p,w,o,p,k,v,d,e
x,s,p,f,f,w,n,n,e,s,s,w,w,p,w,o,p,n,v,d,p
f,y,n,t,f,c,b,p,t,s,s,p,w,p,w,o,p,k,y,d,e
x,y,e,t,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d,e
f,f,e,t,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d,e
f,y,n,t,f,c,b,n,t,s,s,g,g,p,w,o,p,k,v,d,e
x,s,w,f,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p
f,f,g,t,f,c,b,w,t,s,s,w,g,p,w,o,p,n,v,d,e
f,y,g,t,f,c,b,u,t,s,s,g,p,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,p,t,s,s,p,p,p,w,o,p,n,v,d,e
f,y,n,t,f,c,b,p,t,s,s,w,w,p,w,o,p,k,v,d,e
x,s,g,f,f,c,n,u,e,s,s,w,w,p,w,o,p,n,s,d,p
x,f,p,f,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p
f,y,e,t,f,c,b,u,t,s,s,g,g,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,d,p
x,s,w,f,f,w,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
x,f,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p,p
f,y,n,t,f,c,b,n,t,s,s,p,p,p,w,o,p,n,v,d,e
x,y,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,p,p
f,y,g,t,f,c,b,u,t,s,s,p,g,p,w,o,p,n,v,d,e
f,y,n,t,f,c,b,u,t,s,s,p,w,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,p,t,s,s,w,g,p,w,o,p,k,y,d,e
x,s,w,f,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,d,p
x,f,g,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p,p
f,y,g,t,f,c,b,u,t,s,s,w,w,p,w,o,p,k,v,d,e
x,y,n,t,f,c,b,w,t,s,s,p,w,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,n,t,s,s,p,p,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,p,p
f,y,n,t,f,c,b,p,t,s,s,w,g,p,w,o,p,n,y,d,e
f,f,g,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p,p
f,f,e,t,f,c,b,n,t,s,s,w,g,p,w,o,p,n,y,d,e
x,f,n,t,f,c,b,u,t,s,s,w,w,p,w,o,p,k,v,d,e
f,f,g,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,p,p
f,y,g,t,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d,e
f,y,g,t,f,c,b,u,t,s,s,g,w,p,w,o,p,n,y,d,e
f,y,e,t,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,p,p
f,f,e,t,f,c,b,p,t,s,s,w,w,p,w,o,p,n,v,d,e
f,y,n,t,f,c,b,u,t,s,s,g,p,p,w,o,p,k,v,d,e
x,f,g,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g,p
f,y,e,t,f,c,b,u,t,s,s,g,w,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d,p
f,y,e,t,f,c,b,w,t,s,s,w,g,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,g,p
x,f,g,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,p,p
x,f,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,g,p
f,y,e,t,f,c,b,u,t,s,s,g,g,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,g,p
f,f,e,t,f,c,b,u,t,s,s,p,p,p,w,o,p,n,v,d,e
x,s,g,f,f,w,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p
f,y,g,t,f,c,b,w,t,s,s,p,g,p,w,o,p,k,v,d,e
x,s,p,f,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,d,p
f,f,e,t,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d,e
f,f,e,t,f,c,b,u,t,s,s,g,g,p,w,o,p,n,y,d,e
f,y,e,t,f,c,b,p,t,s,s,g,w,p,w,o,p,k,y,d,e
f,y,n,t,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
f,f,y,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p
x,s,g,f,f,w,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p
f,f,e,t,f,c,b,u,t,s,s,g,p,p,w,o,p,k,v,d,e
f,f,e,t,f,c,b,w,t,s,s,g,g,p,w,o,p,k,y,d,e
f,y,e,t,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d,e
f,y,n,t,f,c,b,w,t,s,s,p,g,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,g,p
x,f,g,f,f,c,n,u,e,s,s,w,w,p,w,o,p,k,v,d,p
f,f,g,t,f,c,b,w,t,s,s,w,p,p,w,o,p,k,y,d,e
f,y,e,t,f,c,b,n,t,s,s,g,w,p,w,o,p,n,v,d,e
f,y,e,t,f,c,b,n,t,s,s,g,p,p,w,o,p,k,v,d,e
f,f,g,t,f,c,b,w,t,s,s,p,p,p,w,o,p,n,v,d,e
f,y,n,t,f,c,b,p,t,s,s,g,p,p,w,o,p,k,y,d,e
f,y,n,t,f,c,b,n,t,s,s,g,w,p,w,o,p,k,y,d,e
f,f,e,t,f,c,b,n,t,s,s,g,p,p,w,o,p,k,v,d,e
x,s,g,f,f,c,n,u,e,s,s,w,w,p,w,o,p,k,v,d,p
x,f,w,f,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,d,p
f,f,g,t,f,c,b,u,t,s,s,p,g,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,w,t,s,s,g,w,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d,p
x,y,e,t,f,c,b,n,t,s,s,w,g,p,w,o,p,k,v,d,e
x,s,w,f,f,w,n,p,e,s,s,w,w,p,w,o,p,k,s,d,p
f,y,g,t,f,c,b,n,t,s,s,p,p,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,p,t,s,s,w,p,p,w,o,p,n,v,d,e
f,f,e,t,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d,e
f,y,n,t,f,c,b,w,t,s,s,p,w,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,p,t,s,s,g,g,p,w,o,p,k,v,d,e
f,y,n,t,f,c,b,u,t,s,s,w,g,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,p,t,s,s,w,p,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,u,t,s,s,g,p,p,w,o,p,n,v,d,e
x,f,n,t,f,c,b,u,t,s,s,w,p,p,w,o,p,k,y,d,e
f,y,e,t,f,c,b,p,t,s,s,w,p,p,w,o,p,k,y,d,e
f,f,e,t,f,c,b,p,t,s,s,g,w,p,w,o,p,k,v,d,e
f,y,e,t,f,c,b,p,t,s,s,w,p,p,w,o,p,n,v,d,e
x,f,y,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,p,p
f,y,g,t,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d,e
f,y,n,t,f,c,b,p,t,s,s,p,p,p,w,o,p,k,v,d,e
x,f,g,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,d,p
f,y,g,t,f,c,b,w,t,s,s,p,p,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,u,t,s,s,w,g,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d,e
f,y,e,t,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,n,t,s,s,g,p,p,w,o,p,k,v,d,e
x,s,w,f,f,c,n,g,e,s,s,w,w,p,w,o,p,n,s,d,p
x,f,w,f,f,w,n,n,e,s,s,w,w,p,w,o,p,n,s,d,p
f,f,n,t,f,c,b,n,t,s,s,w,w,p,w,o,p,k,v,d,e
f,f,e,t,f,c,b,u,t,s,s,w,p,p,w,o,p,k,y,d,e
f,y,e,t,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d,p
f,f,g,t,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d,e
f,f,g,t,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d,e
f,f,g,t,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d,e
x,s,w,f,f,w,n,g,e,s,s,w,w,p,w,o,p,n,s,d,p
x,y,e,t,f,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d,e
f,y,e,t,f,c,b,u,t,s,s,p,g,p,w,o,p,k,v,d,e
x,f,g,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,d,p
f,f,e,t,f,c,b,w,t,s,s,w,g,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p,p
x,f,p,f,f,w,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p
f,y,g,t,f,c,b,w,t,s,s,p,w,p,w,o,p,k,v,d,e
x,f,g,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,p,p
x,f,w,f,f,c,n,g,e,s,s,w,w,p,w,o,p,n,s,d,p
x,f,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p,p
f,y,e,t,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d,e
x,y,g,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,p,p
x,s,g,f,f,w,n,u,e,s,s,w,w,p,w,o,p,n,s,d,p
f,y,g,t,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d,e
f,y,n,t,f,c,b,p,t,s,s,g,p,p,w,o,p,k,v,d,e
f,f,e,t,f,c,b,n,t,s,s,w,w,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,p,p
x,f,p,f,f,w,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
x,y,n,t,f,c,b,p,t,s,s,g,p,p,w,o,p,n,v,d,e
f,f,e,t,f,c,b,w,t,s,s,p,p,p,w,o,p,k,y,d,e
f,y,n,t,f,c,b,w,t,s,s,w,g,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,n,t,s,s,g,g,p,w,o,p,k,v,d,e
x,y,g,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g,p
f,y,n,t,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d,e
x,f,p,f,f,c,n,u,e,s,s,w,w,p,w,o,p,k,v,d,p
x,f,w,f,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p
f,f,e,t,f,c,b,w,t,s,s,g,w,p,w,o,p,n,y,d,e
f,y,n,t,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d,e
f,y,e,t,f,c,b,u,t,s,s,g,p,p,w,o,p,k,v,d,e
f,y,g,t,f,c,b,u,t,s,s,g,w,p,w,o,p,k,v,d,e
x,f,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
x,f,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,p,p
f,f,e,t,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d,e
x,y,y,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,g,p
x,s,p,f,f,c,n,u,e,s,s,w,w,p,w,o,p,k,s,d,p
f,f,e,t,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d,e
f,f,y,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,d,p
f,y,e,t,f,c,b,u,t,s,s,g,p,p,w,o,p,k,y,d,e
f,y,e,t,f,c,b,n,t,s,s,w,g,p,w,o,p,n,v,d,e
x,f,n,t,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d,e
f,f,e,t,f,c,b,w,t,s,s,g,p,p,w,o,p,k,v,d,e
f,f,g,t,f,c,b,w,t,s,s,w,p,p,w,o,p,n,v,d,e
x,f,g,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,g,p
f,y,e,t,f,c,b,u,t,s,s,p,p,p,w,o,p,n,y,d,e
f,f,g,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,p,p
f,y,e,t,f,c,b,u,t,s,s,g,w,p,w,o,p,n,y,d,e
f,f,e,t,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d,e
f,f,g,t,f,c,b,w,t,s,s,g,g,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g,p
f,y,g,t,f,c,b,u,t,s,s,p,g,p,w,o,p,k,v,d,e
f,y,g,t,f,c,b,u,t,s,s,g,p,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
x,f,w,f,f,c,n,u,e,s,s,w,w,p,w,o,p,n,s,d,p
f,f,e,t,f,c,b,w,t,s,s,w,g,p,w,o,p,k,v,d,e
x,f,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,d,p
f,y,e,t,f,c,b,w,t,s,s,p,g,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,n,t,s,s,p,p,p,w,o,p,n,v,d,e
f,f,e,t,f,c,b,n,t,s,s,w,g,p,w,o,p,k,v,d,e
f,f,g,t,f,c,b,u,t,s,s,w,p,p,w,o,p,n,v,d,e
f,y,g,t,f,c,b,w,t,s,s,g,g,p,w,o,p,k,v,d,e
f,f,e,t,f,c,b,p,t,s,s,p,g,p,w,o,p,n,v,d,e
x,s,g,f,f,w,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
f,y,g,t,f,c,b,u,t,s,s,w,w,p,w,o,p,n,y,d,e
f,y,n,t,f,c,b,w,t,s,s,w,g,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,n,t,s,s,p,g,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,n,t,s,s,w,p,p,w,o,p,n,y,d,e
f,y,n,t,f,c,b,w,t,s,s,g,w,p,w,o,p,k,y,d,e
x,f,g,t,f,c,b,n,t,s,s,w,g,p,w,o,p,n,v,d,e
f,f,g,t,f,c,b,u,t,s,s,g,p,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,p,p
x,s,w,f,f,w,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p
f,f,g,t,f,c,b,u,t,s,s,p,g,p,w,o,p,k,v,d,e
f,f,g,t,f,c,b,w,t,s,s,g,w,p,w,o,p,k,v,d,e
f,y,g,t,f,c,b,n,t,s,s,w,g,p,w,o,p,n,v,d,e
x,f,g,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p,p
x,s,w,f,f,w,n,u,e,s,s,w,w,p,w,o,p,n,s,d,p
x,f,g,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p,p
x,y,g,t,f,c,b,n,t,s,s,p,p,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,g,p
f,y,e,t,f,c,b,p,t,s,s,w,w,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,p,t,s,s,w,p,p,w,o,p,n,y,d,e
x,f,g,t,f,c,b,w,t,s,s,g,w,p,w,o,p,k,v,d,e
x,f,g,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,d,p
f,y,g,t,f,c,b,p,t,s,s,p,w,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,n,t,s,s,p,p,p,w,o,p,k,v,d,e
x,s,w,f,f,c,n,p,e,s,s,w,w,p,w,o,p,k,s,d,p
x,y,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,g,p
f,f,e,t,f,c,b,n,t,s,s,p,g,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,d,p
x,f,g,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,d,p
x,y,n,t,f,c,b,u,t,s,s,w,g,p,w,o,p,n,v,d,e
x,f,g,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,g,p
f,y,n,t,f,c,b,u,t,s,s,p,g,p,w,o,p,n,y,d,e
f,f,g,t,f,c,b,u,t,s,s,w,p,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,p,t,s,s,g,p,p,w,o,p,n,v,d,e
f,y,g,t,f,c,b,u,t,s,s,p,p,p,w,o,p,k,y,d,e
x,s,g,f,f,w,n,n,e,s,s,w,w,p,w,o,p,n,s,d,p
f,f,g,t,f,c,b,w,t,s,s,p,g,p,w,o,p,k,v,d,e
f,y,e,t,f,c,b,n,t,s,s,p,g,p,w,o,p,n,v,d,e
f,y,n,t,f,c,b,n,t,s,s,g,w,p,w,o,p,n,v,d,e
f,y,g,t,f,c,b,u,t,s,s,g,p,p,w,o,p,k,v,d,e
x,f,p,f,f,c,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p
x,f,g,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,g,p
f,y,g,t,f,c,b,p,t,s,s,g,p,p,w,o,p,k,y,d,e
f,f,g,t,f,c,b,u,t,s,s,w,g,p,w,o,p,k,y,d,e
x,s,p,f,f,w,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p
x,y,g,t,f,c,b,u,t,s,s,w,p,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,p,p
x,f,g,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p,p
f,y,n,t,f,c,b,w,t,s,s,p,p,p,w,o,p,n,y,d,e
f,y,n,t,f,c,b,p,t,s,s,p,w,p,w,o,p,n,v,d,e
x,s,g,f,f,c,n,u,e,s,s,w,w,p,w,o,p,n,v,d,p
f,f,g,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,d,p
x,f,p,f,f,w,n,p,e,s,s,w,w,p,w,o,p,n,s,d,p
f,y,e,t,f,c,b,w,t,s,s,g,w,p,w,o,p,k,v,d,e
f,y,g,t,f,c,b,w,t,s,s,w,p,p,w,o,p,k,v,d,e
f,f,e,t,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d,e
x,f,y,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,g,p
f,f,g,t,f,c,b,w,t,s,s,g,w,p,w,o,p,k,y,d,e
x,f,w,f,f,w,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p
x,f,g,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,d,p
f,f,e,t,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,w,t,s,s,g,p,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,p,p
x,f,g,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p,p
x,s,p,f,f,w,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p
x,y,g,t,f,c,b,u,t,s,s,w,g,p,w,o,p,k,v,d,e
x,f,g,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,d,p
f,y,n,t,f,c,b,w,t,s,s,p,g,p,w,o,p,n,y,d,e
x,y,n,t,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d,e
f,y,e,t,f,c,b,p,t,s,s,g,g,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,p,t,s,s,w,g,p,w,o,p,n,y,d,e
f,f,e,t,f,c,b,p,t,s,s,w,g,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,p,t,s,s,g,w,p,w,o,p,k,y,d,e
f,f,g,t,f,c,b,w,t,s,s,w,g,p,w,o,p,n,y,d,e
x,f,p,f,f,w,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p
f,f,e,t,f,c,b,n,t,s,s,g,g,p,w,o,p,n,v,d,e
f,f,e,t,f,c,b,u,t,s,s,g,w,p,w,o,p,k,v,d,e
x,s,w,f,f,w,n,n,e,s,s,w,w,p,w,o,p,n,s,d,p
f,f,g,t,f,c,b,w,t,s,s,g,p,p,w,o,p,k,y,d,e
f,y,n,t,f,c,b,n,t,s,s,w,w,p,w,o,p,k,v,d,e
x,f,g,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,g,p
f,f,e,t,f,c,b,n,t,s,s,w,p,p,w,o,p,n,v,d,e
x,f,g,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g,p
f,f,e,t,f,c,b,w,t,s,s,p,w,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,u,t,s,s,p,g,p,w,o,p,n,y,d,e
f,f,g,t,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d,e
x,f,g,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,g,p
f,y,e,t,f,c,b,n,t,s,s,g,p,p,w,o,p,n,v,d,e
x,f,w,f,f,c,n,p,e,s,s,w,w,p,w,o,p,k,s,d,p
f,y,n,t,f,c,b,n,t,s,s,w,p,p,w,o,p,n,y,d,e
x,y,g,t,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d,e
f,y,n,t,f,c,b,u,t,s,s,p,p,p,w,o,p,n,y,d,e
f,y,e,t,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d,e
f,y,g,t,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d,e
f,y,e,t,f,c,b,u,t,s,s,w,g,p,w,o,p,n,v,d,e
x,f,g,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,d,p
f,y,g,t,f,c,b,u,t,s,s,w,p,p,w,o,p,k,y,d,e
f,y,g,t,f,c,b,w,t,s,s,w,g,p,w,o,p,n,v,d,e
f,f,g,t,f,c,b,w,t,s,s,p,p,p,w,o,p,n,y,d,e
f,y,g,t,f,c,b,p,t,s,s,p,g,p,w,o,p,n,v,d,e
f,f,e,t,f,c,b,p,t,s,s,p,g,p,w,o,p,k,y,d,e
f,f,e,t,f,c,b,n,t,s,s,w,g,p,w,o,p,k,y,d,e
f,y,n,t,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d,e
f,f,n,t,f,c,b,w,t,s,s,w,p,p,w,o,p,k,v,d,e
x,f,p,f,f,c,n,u,e,s,s,w,w,p,w,o,p,n,s,d,p
x,f,g,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,d,p
f,y,g,t,f,c,b,n,t,s,s,g,w,p,w,o,p,n,v,d,e
f,y,e,t,f,c,b,u,t,s,s,g,g,p,w,o,p,n,v,d,e
x,s,w,f,f,c,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p
x,f,p,f,f,w,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p
x,f,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,p,p
x,f,g,t,f,c,b,p,t,s,s,w,p,p,w,o,p,k,v,d,e
f,y,e,t,f,c,b,u,t,s,s,w,p,p,w,o,p,k,v,d,e
x,s,p,f,f,w,n,p,e,s,s,w,w,p,w,o,p,k,s,d,p
f,y,g,t,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d,e
f,y,n,t,f,c,b,n,t,s,s,p,p,p,w,o,p,k,y,d,e
x,f,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,g,p
f,y,n,t,f,c,b,w,t,s,s,g,p,p,w,o,p,k,v,d,e
x,f,e,t,f,c,b,p,t,s,s,g,g,p,w,o,p,k,y,d,e
x,f,w,f,f,w,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
f,y,n,t,f,c,b,n,t,s,s,p,g,p,w,o,p,n,y,d,e
x,f,g,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,d,p
f,y,e,t,f,c,b,n,t,s,s,w,g,p,w,o,p,k,y,d,e
x,f,y,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p,p
f,f,g,t,f,c,b,u,t,s,s,g,g,p,w,o,p,k,v,d,e
x,f,e,t,f,c,b,n,t,s,s,g,p,p,w,o,p,k,y,d,e
f,y,e,t,f,c,b,n,t,s,s,p,p,p,w,o,p,n,v,d,e
f,y,g,t,f,c,b,u,t,s,s,w,g,p,w,o,p,k,v,d,e
x,f,g,f,f,w,n,u,e,s,s,w,w,p,w,o,p,k,v,d,p
f,y,g,t,f,c,b,w,t,s,s,w,w,p,w,o,p,n,y,d,e
f,f,e,t,f,c,b,n,t,s,s,p,w,p,w,o,p,k,v,d,e
x,f,g,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,p,p
f,y,n,t,f,c,b,w,t,s,s,g,p,p,w,o,p,n,v,d,e
x,s,g,f,f,w,n,g,e,s,s,w,w,p,w,o,p,n,s,d,p
x,f,g,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g,p
f,f,e,t,f,c,b,u,t,s,s,w,g,p,w,o,p,k,v,d,e
f,y,n,t,f,c,b,u,t,s,s,p,w,p,w,o,p,n,v,d,e
f,y,g,t,f,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d,e
f,f,g,t,f,c,b,u,t,s,s,w,p,p,w,o,p,n,y,d,e
x,f,w,f,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p
x,f,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,g,p
x,f,g,f,f,w,n,u,e,s,s,w,w,p,w,o,p,n,v,d,p
f,f,e,t,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d,e
f,y,e,t,f,c,b,w,t,s,s,p,p,p,w,o,p,n,v,d,e
f,y,g,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,d,p
x,f,g,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,g,p
f,y,e,t,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d,e
x,f,p,f,f,w,n,g,e,s,s,w,w,p,w,o,p,n,s,d,p
x,s,g,f,f,c,n,u,e,s,s,w,w,p,w,o,p,k,s,d,p
f,y,e,t,f,c,b,w,t,s,s,w,g,p,w,o,p,k,v,d,e
f,f,e,t,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d,e
f,y,e,t,f,c,b,w,t,s,s,p,g,p,w,o,p,k,y,d,e
f,y,n,t,f,c,b,w,t,s,s,w,g,p,w,o,p,k,v,d,e
x,s,p,f,f,w,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p
x,f,g,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p
f,f,e,t,f,c,b,w,t,s,s,w,w,p,w,o,p,k,v,d,e
